soc_code,title,task_id,task,task_type,Incumbents Responding,Date,Domain Source,SOC Title
11-0000,Geothermal Production Managers,15444,Develop operating plans and schedules for geothermal operations.,Core,52.0,07/2011,Incumbent,Management Occupations
11-0000,Geothermal Production Managers,15436,"Record, review or maintain daily logs, reports, maintenance, and other records associated with geothermal operations.",Core,51.0,07/2011,Incumbent,Management Occupations
11-0000,Geothermal Production Managers,15441,"Monitor geothermal operations, using programmable logic controllers.",Core,51.0,07/2011,Incumbent,Management Occupations
11-0000,Geothermal Production Managers,15432,Conduct well field site assessments.,Core,51.0,07/2011,Incumbent,Management Occupations
11-0000,Geothermal Production Managers,15442,"Identify opportunities to improve plant electrical equipment, controls, or process control methodologies.",Core,51.0,07/2011,Incumbent,Management Occupations
11-0000,Biomass Power Plant Managers,15470,"Review logs, datasheets, or reports to ensure adequate production levels and safe production environments or to identify abnormalities with power production equipment or processes.",Core,138.0,07/2012,Incumbent,Management Occupations
11-0000,Biomass Power Plant Managers,15471,Review biomass operations performance specifications to ensure compliance with regulatory requirements.,Core,137.0,07/2012,Incumbent,Management Occupations
11-0000,Biomass Power Plant Managers,15478,"Supervise biomass plant or substation operations, maintenance, repair, or testing activities.",Core,138.0,07/2012,Incumbent,Management Occupations
11-0000,Biomass Power Plant Managers,15473,Prepare and manage biomass plant budgets.,Core,137.0,07/2012,Incumbent,Management Occupations
11-0000,Biomass Power Plant Managers,15468,"Supervise operations or maintenance employees in the production of power from biomass such as wood, coal, paper sludge, or other waste or refuse.",Core,137.0,07/2012,Incumbent,Management Occupations
11-0000,Biomass Power Plant Managers,15479,"Monitor the operating status of biomass plants by observing control system parameters, distributed control systems, switchboard gauges, dials, or other indicators.",Core,137.0,07/2012,Incumbent,Management Occupations
11-0000,Biomass Power Plant Managers,15476,"Inspect biomass gasification processes, equipment, and facilities for ways to maximize capacity and minimize operating costs.",Core,138.0,07/2012,Incumbent,Management Occupations
11-0000,Biomass Power Plant Managers,15480,"Conduct field inspections of biomass plants, stations, or substations to ensure normal and safe operating conditions.",Core,137.0,07/2012,Incumbent,Management Occupations
11-0000,Biomass Power Plant Managers,15474,"Plan and schedule plant activities such as wood, waste, or refuse fuel deliveries, ash removal, and regular maintenance.",Core,138.0,07/2012,Incumbent,Management Occupations
11-0000,Biomass Power Plant Managers,15477,Evaluate power production or demand trends to identify opportunities for improved operations.,Core,137.0,07/2012,Incumbent,Management Occupations
11-0000,Biomass Power Plant Managers,15472,"Prepare reports on biomass plant operations, status, maintenance, and other information.",Core,137.0,07/2012,Incumbent,Management Occupations
11-0000,Biomass Power Plant Managers,15464,Manage parts and supply inventories for biomass plants.,Core,137.0,07/2012,Incumbent,Management Occupations
11-0000,Biomass Power Plant Managers,15465,"Monitor and operate communications systems, such as mobile radios.",Core,137.0,07/2012,Incumbent,Management Occupations
11-0000,Purchasing Managers,1030,Represent companies in negotiating contracts and formulating policies with suppliers.,Core,24.0,06/2009,Occupational Expert,Management Occupations
11-0000,Purchasing Managers,1032,"Direct and coordinate activities of personnel engaged in buying, selling, and distributing materials, equipment, machinery, and supplies.",Core,24.0,06/2009,Occupational Expert,Management Occupations
11-0000,Purchasing Managers,1024,"Interview and hire staff, and oversee staff training.",Core,24.0,06/2009,Occupational Expert,Management Occupations
11-0000,Purchasing Managers,1021,"Locate vendors of materials, equipment or supplies, and interview them to determine product availability and terms of sales.",Core,24.0,06/2009,Occupational Expert,Management Occupations
11-0000,Purchasing Managers,1022,Prepare and process requisitions and purchase orders for supplies and equipment.,Core,24.0,06/2009,Occupational Expert,Management Occupations
11-0000,Purchasing Managers,1027,"Develop and implement purchasing and contract management instructions, policies, and procedures.",Core,24.0,06/2009,Occupational Expert,Management Occupations
11-0000,Purchasing Managers,1020,Maintain records of goods ordered and received.,Core,24.0,06/2009,Occupational Expert,Management Occupations
11-0000,Purchasing Managers,1028,"Participate in the development of specifications for equipment, products or substitute materials.",Core,24.0,06/2009,Occupational Expert,Management Occupations
11-0000,Purchasing Managers,1026,Analyze market and delivery systems to assess present and future material availability.,Core,24.0,06/2009,Occupational Expert,Management Occupations
11-0000,Purchasing Managers,1029,"Resolve vendor or contractor grievances, and claims against suppliers.",Core,24.0,06/2009,Occupational Expert,Management Occupations
11-0000,Purchasing Managers,1023,Control purchasing department budgets.,Core,24.0,06/2009,Occupational Expert,Management Occupations
11-0000,Purchasing Managers,1031,"Review, evaluate, and approve specifications for issuing and awarding bids.",Core,24.0,06/2009,Occupational Expert,Management Occupations
11-0000,Purchasing Managers,1025,Review purchase order claims and contracts for conformance to company policy.,Core,24.0,06/2009,Occupational Expert,Management Occupations
11-0000,Purchasing Managers,1035,Administer online purchasing systems.,Core,24.0,06/2009,Occupational Expert,Management Occupations
11-0000,Purchasing Managers,1034,Prepare reports regarding market conditions and merchandise costs.,Core,24.0,06/2009,Occupational Expert,Management Occupations
11-0000,Transportation Managers,1038,"Plan, organize, or manage the work of subordinate staff to ensure that the work is accomplished in a manner consistent with organizational requirements.",Core,96.0,07/2014,Incumbent,Management Occupations
11-0000,Transportation Managers,1037,"Direct activities related to dispatching, routing, or tracking transportation vehicles, such as aircraft or railroad cars.",Core,96.0,07/2014,Incumbent,Management Occupations
11-0000,Transportation Managers,20464,"Monitor operations to ensure that staff members comply with administrative policies and procedures, safety rules, union contracts, environmental policies, or government regulations.",Core,98.0,07/2014,Incumbent,Management Occupations
11-0000,Transportation Managers,1040,Serve as contact persons for all workers within assigned territories.,Core,96.0,07/2014,Incumbent,Management Occupations
11-0000,Transportation Managers,20465,Implement schedule or policy changes for transportation services.,Core,98.0,07/2014,Incumbent,Management Occupations
11-0000,Transportation Managers,1046,Monitor spending to ensure that expenses are consistent with approved budgets.,Core,96.0,07/2014,Incumbent,Management Occupations
