,soc_code,title,task_id,task,task_type,Incumbents Responding,Date,Domain Source,SOC Title
186,11-0000,Public Relations and Fundraising Managers,3258,"Formulate policies and procedures related to public information programs, working with public relations executives.",Core,103.0,06/2009,Incumbent,Management Occupations
187,11-0000,Public Relations and Fundraising Managers,3260,"Establish goals for soliciting funds, develop policies for collection and safeguarding of contributions, and coordinate disbursement of funds.",Supplemental,103.0,06/2009,Incumbent,Management Occupations
188,11-0000,Public Relations and Fundraising Managers,3256,Confer with labor relations managers to develop internal communications that keep employees informed of company activities.,Supplemental,103.0,06/2009,Incumbent,Management Occupations
189,11-0000,Public Relations and Fundraising Managers,3264,"Produce films and other video products, regulate their distribution, and operate film library.",Supplemental,103.0,06/2009,Incumbent,Management Occupations
190,11-0000,Public Relations and Fundraising Managers,3265,"Observe and report on social, economic, and political trends that might affect employers.",Supplemental,103.0,06/2009,Incumbent,Management Occupations
191,11-0000,Public Relations and Fundraising Managers,3262,Maintain company archives.,Supplemental,103.0,06/2009,Incumbent,Management Occupations
192,11-0000,Public Relations and Fundraising Managers,3263,Manage in-house communication courses.,Supplemental,103.0,06/2009,Incumbent,Management Occupations
193,11-0000,Administrative Services Managers,19,"Direct or coordinate the supportive services department of a business, agency, or organization.",Core,115.0,06/2009,Incumbent,Management Occupations
194,11-0000,Administrative Services Managers,21,Prepare and review operational reports and schedules to ensure accuracy and efficiency.,Core,113.0,06/2009,Incumbent,Management Occupations
195,11-0000,Administrative Services Managers,20,Set goals and deadlines for the department.,Core,114.0,06/2009,Incumbent,Management Occupations
196,11-0000,Administrative Services Managers,23,"Acquire, distribute and store supplies.",Core,116.0,06/2009,Incumbent,Management Occupations
197,11-0000,Administrative Services Managers,22,"Analyze internal processes and recommend and implement procedural or policy changes to improve operations, such as supply changes or the disposal of records.",Core,116.0,06/2009,Incumbent,Management Occupations
198,11-0000,Administrative Services Managers,24,"Plan, administer, and control budgets for contracts, equipment, and supplies.",Supplemental,116.0,06/2009,Incumbent,Management Occupations
199,11-0000,Administrative Services Managers,18,"Monitor the facility to ensure that it remains safe, secure, and well-maintained.",Supplemental,116.0,06/2009,Incumbent,Management Occupations
200,11-0000,Administrative Services Managers,26,Hire and terminate clerical and administrative personnel.,Supplemental,116.0,06/2009,Incumbent,Management Occupations
201,11-0000,Administrative Services Managers,27,"Oversee the maintenance and repair of machinery, equipment, and electrical and mechanical systems.",Supplemental,114.0,06/2009,Incumbent,Management Occupations
202,11-0000,Administrative Services Managers,25,"Oversee construction and renovation projects to improve efficiency and to ensure that facilities meet environmental, health, and security standards, and comply with government regulations.",Supplemental,113.0,06/2009,Incumbent,Management Occupations
203,11-0000,Administrative Services Managers,30,Conduct classes to teach procedures to staff.,Supplemental,112.0,06/2009,Incumbent,Management Occupations
204,11-0000,Administrative Services Managers,29,"Participate in architectural and engineering planning and design, including space and installation management.",Supplemental,114.0,06/2009,Incumbent,Management Occupations
205,11-0000,Administrative Services Managers,28,Manage leasing of facility space.,Supplemental,114.0,06/2009,Incumbent,Management Occupations
206,11-0000,Administrative Services Managers,31,"Dispose of, or oversee the disposal of, surplus or unclaimed property.",Supplemental,115.0,06/2009,Incumbent,Management Occupations
207,11-0000,Computer and Information Systems Managers,978,Review project plans to plan and coordinate project activity.,Core,120.0,06/2008,Incumbent,Management Occupations
208,11-0000,Computer and Information Systems Managers,966,"Manage backup, security and user help systems.",Core,120.0,06/2008,Incumbent,Management Occupations
209,11-0000,Computer and Information Systems Managers,976,"Develop and interpret organizational goals, policies, and procedures.",Core,120.0,06/2008,Incumbent,Management Occupations
210,11-0000,Computer and Information Systems Managers,971,"Develop computer information resources, providing for data security and control, strategic computing, and disaster recovery.",Core,120.0,06/2008,Incumbent,Management Occupations
211,11-0000,Computer and Information Systems Managers,967,"Consult with users, management, vendors, and technicians to assess computing needs and system requirements.",Core,120.0,06/2008,Incumbent,Management Occupations
212,11-0000,Computer and Information Systems Managers,970,Stay abreast of advances in technology.,Core,119.0,06/2008,Incumbent,Management Occupations
213,11-0000,Computer and Information Systems Managers,975,"Meet with department heads, managers, supervisors, vendors, and others, to solicit cooperation and resolve problems.",Core,120.0,06/2008,Incumbent,Management Occupations
214,11-0000,Computer and Information Systems Managers,15198,Provide users with technical support for computer problems.,Core,120.0,06/2008,Incumbent,Management Occupations
215,11-0000,Computer and Information Systems Managers,977,"Recruit, hire, train and supervise staff, or participate in staffing decisions.",Core,120.0,06/2008,Incumbent,Management Occupations
216,11-0000,Computer and Information Systems Managers,979,Evaluate data processing proposals to assess project feasibility and requirements.,Core,117.0,06/2008,Incumbent,Management Occupations
217,11-0000,Computer and Information Systems Managers,974,Control operational budget and expenditures.,Core,119.0,06/2008,Incumbent,Management Occupations
218,11-0000,Computer and Information Systems Managers,972,Review and approve all systems charts and programs prior to their implementation.,Core,119.0,06/2008,Incumbent,Management Occupations
219,11-0000,Computer and Information Systems Managers,968,"Direct daily operations of department, analyzing workflow, establishing priorities, developing standards and setting deadlines.",Core,119.0,06/2008,Incumbent,Management Occupations
220,11-0000,Computer and Information Systems Managers,969,"Assign and review the work of systems analysts, programmers, and other computer-related workers.",Core,120.0,06/2008,Incumbent,Management Occupations
221,11-0000,Computer and Information Systems Managers,973,"Evaluate the organization's technology use and needs and recommend improvements, such as hardware and software upgrades.",Core,120.0,06/2008,Incumbent,Management Occupations
222,11-0000,Computer and Information Systems Managers,980,Prepare and review operational reports or project progress reports.,Core,120.0,06/2008,Incumbent,Management Occupations
223,11-0000,Computer and Information Systems Managers,981,Purchase necessary equipment.,Core,119.0,06/2008,Incumbent,Management Occupations
224,11-0000,Treasurers and Controllers,8857,"Supervise employees performing financial reporting, accounting, billing, collections, payroll, and budgeting duties.",Core,30.0,07/2012,Occupational Expert,Management Occupations
